ts,dpid,port,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate_bps,tx_rate_bps,rx_rate_mbps,tx_rate_mbps,loss_pct,err_pct
1762805450.6692908,1,1,93,8531,8138,737374,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805450.6692908,1,2,4369,4317,377210,373268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805450.6692908,1,3,4300,4364,371844,376774,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,3,1,4364,4300,376774,371844,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,3,2,4348,4323,375970,373250,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,2,1,100,8550,8748,738900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,2,2,4317,4369,373268,377210,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,2,3,4323,4348,373250,375970,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,1,1,93,8531,8138,737374,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,1,2,4369,4317,377210,373268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805451.6692607,1,3,4300,4364,371844,376774,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,3,1,6791,6703,584708,577994,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,3,2,6768,6728,583582,579336,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,2,1,126,13341,11008,1149862,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,2,2,6721,6789,579532,584646,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,2,3,6728,6768,579336,583582,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,1,1,119,13315,10382,1147674,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,1,2,6789,6721,584646,579532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805452.669313,1,3,6703,6791,577994,584708,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,3,1,6791,6703,584708,577994,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,3,2,6768,6728,583582,579336,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,2,1,126,13341,11008,1149862,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,2,2,6721,6789,579532,584646,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,2,3,6728,6768,579336,583582,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,1,1,119,13315,10382,1147674,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,1,2,6789,6721,584646,579532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805453.6693041,1,3,6703,6791,577994,584708,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,3,1,9240,9139,794698,786902,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,3,2,9205,9175,792576,789134,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,1,1,140,18178,12212,1564626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,1,2,9217,9178,792728,790226,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,1,3,9139,9240,786902,794698,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,2,1,147,18166,12838,1563608,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,2,2,9178,9217,790226,792728,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805454.6693065,2,3,9175,9205,789134,792576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,3,1,9240,9139,794698,786902,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,3,2,9205,9175,792576,789134,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,1,1,140,18178,12212,1564626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,1,2,9217,9178,792728,790226,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,1,3,9139,9240,786902,794698,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,2,1,147,18166,12838,1563608,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,2,2,9178,9217,790226,792728,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805455.6692955,2,3,9175,9205,789134,792576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,3,1,11664,11591,1002550,997202,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,3,2,11644,11615,1001774,998324,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,1,1,159,23015,13870,1979560,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,1,2,11651,11629,1001520,1000434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,1,3,11591,11664,997202,1002550,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,2,1,166,23004,14496,1978566,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,2,2,11629,11651,1000434,1001520,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762805456.6692915,2,3,11615,11644,998324,1001774,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
